ID,Name,Type,Has Leggacy,Offering (Estimated),Expiry,Egg,Egg Value,Duration,Size,Token,Std#1,Std#2,Std#3,Std Rate/hr,Elt#1,Elt#2,Elt#3,Elt Rate/hr,#PE,Std PE Goal,Std PE Rate/hr,Elt PE Goal,Elt PE Rate/hr,JSON,Protobuf (base64)
coco-rush,Chocolate Rush,Original,false,2020-06-01Z,2020-06-22T14:26:48Z,Chocolate,5,4d,5,120m,10T,50T,500T,5.208T,25q,200q,350q,3.646q,0,,,,,"{""id"":""coco-rush"",""egg_type"":100,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":3,""_6"":100000000000},{""_1"":1,""goal"":200000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":3,""_6"":10000000000000},{""_1"":1,""goal"":350000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1592836008.8903472,""duration_seconds"":345600,""name"":""Chocolate Rush"",""description"":""For an unknown reason chocolate won't stay on the shelves, help meet the high demand!"",""min_client_version"":25,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":3,""_6"":100000000000},{""_1"":1,""goal"":200000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":3,""_6"":10000000000000},{""_1"":1,""goal"":350000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":1,""_6"":250},{""_1"":1,""goal"":50000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":1,""_6"":10000},{""_1"":1,""goal"":500000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":1,""_6"":10000000000}]}]}",Cgljb2NvLXJ1c2gQZBoyCAERAKDYhVc0VkMYCSIRamltYm9zX29yYW5nZV9iaWcpAAAAAAAACEAxAAAA6HZIN0IaNQgBEQCg2IVXNIZDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAAAhAMQAAQOWcMKJCGjQIAREAjB2VzG2TQxgJIhNib29zdF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAANCb1awxDIAEoBTFz+zjqL7zXQTkAAAAAABgVQUoOQ2hvY29sYXRlIFJ1c2hSVUZvciBhbiB1bmtub3duIHJlYXNvbiBjaG9jb2xhdGUgd29uJ3Qgc3RheSBvbiB0aGUgc2hlbHZlcywgaGVscCBtZWV0IHRoZSBoaWdoIGRlbWFuZCFwGXkAAAAAAABeQIIBoQEKMggBEQCg2IVXNFZDGAkiEWppbWJvc19vcmFuZ2VfYmlnKQAAAAAAAAhAMQAAAOh2SDdCCjUIAREAoNiFVzSGQxgJIhR0YWNoeW9uX3ByaXNtX29yYW5nZSkAAAAAAAAIQDEAAEDlnDCiQgo0CAERAIwdlcxtk0MYCSITYm9vc3RfYmVhY29uX29yYW5nZSkAAAAAAAAIQDEAADQm9WsMQ4IBoQEKMggBEQAAQOWcMKJCGAkiEWppbWJvc19vcmFuZ2VfYmlnKQAAAAAAAPA/MQAAAAAAQG9ACjUIAREAAJAexLzGQhgJIhR0YWNoeW9uX3ByaXNtX29yYW5nZSkAAAAAAADwPzEAAAAAAIjDQAo0CAERAAA0JvVr/EIYCSITYm9vc3RfYmVhY29uX29yYW5nZSkAAAAAAADwPzEAAAAgX6ACQg==
anxiety-attack,LEGACY: Anxiety Attack,Leggacy,true,2020-06-05Z,2020-06-12T14:31:02Z,Medical,6.25,3d,3,90m,10T,500T,,6.944T,25q,75q,,1.042q,1,500T,6.944T,75q,1.042q,"{""id"":""anxiety-attack"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":8,""count"":1,""_6"":1000000000000},{""_1"":1,""goal"":75000000000000000,""type"":4,""count"":1,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":3,""expiry_timestamp"":1591972262.8361185,""duration_seconds"":259200,""name"":""LEGACY: Anxiety Attack"",""description"":""A new school year and political turmoil have everyone stressed out! A regimen of medical eggs are needed."",""min_client_version"":25,""token_interval_minutes"":90,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":8,""count"":1,""_6"":1000000000000},{""_1"":1,""goal"":75000000000000000,""type"":4,""count"":1,""_6"":100000000000000}]},{""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":8,""count"":1,""_6"":1000},{""_1"":1,""goal"":500000000000000,""type"":4,""count"":1,""_6"":5000000000}]}]}",Cg5hbnhpZXR5LWF0dGFjaxADGh8IAREAoNiFVzRWQxgIKQAAAAAAAPA/MQAAAKKUGm1CGh8IAREAeGKkQadwQxgEKQAAAAAAAPA/MQAAkB7EvNZCIAEoAzH3grVp5LjXQTkAAAAAAKQPQUoWTEVHQUNZOiBBbnhpZXR5IEF0dGFja1JpQSBuZXcgc2Nob29sIHllYXIgYW5kIHBvbGl0aWNhbCB0dXJtb2lsIGhhdmUgZXZlcnlvbmUgc3RyZXNzZWQgb3V0ISBBIHJlZ2ltZW4gb2YgbWVkaWNhbCBlZ2dzIGFyZSBuZWVkZWQucBl5AAAAAACAVkCCAUIKHwgBEQCg2IVXNFZDGAgpAAAAAAAA8D8xAAAAopQabUIKHwgBEQB4YqRBp3BDGAQpAAAAAAAA8D8xAACQHsS81kKCAUIKHwgBEQAAQOWcMKJCGAgpAAAAAAAA8D8xAAAAAABAj0AKHwgBEQAANCb1a/xCGAQpAAAAAAAA8D8xAAAAIF+g8kE=
shipping-surge,Shipping Surge,Original,false,2020-06-08Z,2020-06-29T15:35:59Z,Quantum,3000,7d,7,90m,50T,500T,3q,17.857T,150q,750q,1.1Q,6.548q,1,3q,17.857T,750q,4.464q,"{""id"":""shipping-surge"",""egg_type"":7,""rewards"":[{""_1"":1,""goal"":150000000000000000,""type"":2,""count"":25000,""_6"":100000000000},{""_1"":1,""goal"":750000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1100000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":3,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":7,""expiry_timestamp"":1593444959.1316376,""duration_seconds"":604800,""name"":""Shipping Surge"",""description"":""A surge in bulk shipping has created an opportunity for quantum egg farmers, join in on the rush!"",""min_client_version"":25,""token_interval_minutes"":90,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":150000000000000000,""type"":2,""count"":25000,""_6"":100000000000},{""_1"":1,""goal"":750000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1100000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":3,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":6,""count"":25000,""_6"":10},{""_1"":1,""goal"":500000000000000,""type"":5,""name"":""video_doubler_time"",""count"":2,""_6"":1000},{""_1"":1,""goal"":3000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",Cg5zaGlwcGluZy1zdXJnZRAHGh8IAREAeGKkQaeAQxgCKQAAAAAAathAMQAAAOh2SDdCGh8IAREAFnsNEtGkQxgEKQAAAAAAAPA/MQAAQOWcMKJCGjkIAREA3AlY+IeuQxgJIhh0YWNoeW9uX3ByaXNtX29yYW5nZV9iaWcpAAAAAAAACEAxAAA0JvVrDEMgASgHMcBsyJeCvtdBOQAAAAAAdSJBSg5TaGlwcGluZyBTdXJnZVJhQSBzdXJnZSBpbiBidWxrIHNoaXBwaW5nIGhhcyBjcmVhdGVkIGFuIG9wcG9ydHVuaXR5IGZvciBxdWFudHVtIGVnZyBmYXJtZXJzLCBqb2luIGluIG9uIHRoZSBydXNoIXAZeQAAAAAAgFZAggF9Ch8IAREAeGKkQaeAQxgCKQAAAAAAathAMQAAAOh2SDdCCh8IAREAFnsNEtGkQxgEKQAAAAAAAPA/MQAAQOWcMKJCCjkIAREA3AlY+IeuQxgJIhh0YWNoeW9uX3ByaXNtX29yYW5nZV9iaWcpAAAAAAAACEAxAAA0JvVrDEOCAXcKHwgBEQAAkB7EvMZCGAYpAAAAAABq2EAxAAAAAAAAJEAKMwgBEQAANCb1a/xCGAUiEnZpZGVvX2RvdWJsZXJfdGltZSkAAAAAAAAAQDEAAAAAAECPQAofCAERAACn3PdQJUMYBCkAAAAAAADwPzEAAAAAZc3NQQ==
terraform-heavy,LEGACY: New Civilization,Leggacy,true,2020-06-12Z,2020-06-19T14:19:35Z,Antimatter,1B,4d15h6m,2,30m,100T,750T,1.5q,13.500T,50q,150q,300q,2.700q,1,1.5q,13.500T,300q,2.700q,"{""id"":""terraform-heavy"",""egg_type"":14,""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":7,""count"":2,""_6"":100000000000},{""_1"":1,""goal"":150000000000000000,""type"":5,""name"":""epic_egg_laying"",""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":300000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":2,""expiry_timestamp"":1592576375.5113988,""duration_seconds"":400000,""name"":""LEGACY: New Civilization"",""description"":""A group of explorers are setting out to find new worlds, new civilizations. They are in need of fuel!"",""token_interval_minutes"":30,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":7,""count"":2,""_6"":100000000000},{""_1"":1,""goal"":150000000000000000,""type"":5,""name"":""epic_egg_laying"",""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":300000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":100000000000000,""type"":7,""count"":2,""_6"":150},{""_1"":1,""goal"":750000000000000,""type"":5,""name"":""epic_egg_laying"",""count"":1,""_6"":100000},{""_1"":1,""goal"":1500000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000}]}]}",Cg90ZXJyYWZvcm0taGVhdnkQDhofCAERAKDYhVc0ZkMYBykAAAAAAAAAQDEAAADodkg3QhowCAERAHhipEGngEMYBSIPZXBpY19lZ2dfbGF5aW5nKQAAAAAAAPA/MQAAQOWcMKJCGigIAREAeGKkQaeQQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAANCb1awxDIAEoAjHCuuBdMrvXQTkAAAAAAGoYQUoYTEVHQUNZOiBOZXcgQ2l2aWxpemF0aW9uUmVBIGdyb3VwIG9mIGV4cGxvcmVycyBhcmUgc2V0dGluZyBvdXQgdG8gZmluZCBuZXcgd29ybGRzLCBuZXcgY2l2aWxpemF0aW9ucy4gVGhleSBhcmUgaW4gbmVlZCBvZiBmdWVsIXkAAAAAAAA+QIIBfQofCAERAKDYhVc0ZkMYBykAAAAAAAAAQDEAAADodkg3QgowCAERAHhipEGngEMYBSIPZXBpY19lZ2dfbGF5aW5nKQAAAAAAAPA/MQAAQOWcMKJCCigIAREAeGKkQaeQQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAANCb1awxDggF9Ch8IAREAAJAexLzWQhgHKQAAAAAAAABAMQAAAAAAwGJACjAIAREAAKfc91AFQxgFIg9lcGljX2VnZ19sYXlpbmcpAAAAAAAA8D8xAAAAAABq+EAKKAgBEQAAp9z3UBVDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAAITXl0E=
summer-solstice-2020,Summer Solstice,Original,false,2020-06-15Z,2020-07-06T15:57:24Z,Edible,0.1,5d,15,120m,8T,20T,500T,4.167T,50q,250q,500q,4.167q,0,,,,,"{""id"":""summer-solstice-2020"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":250000000000000000,""type"":2,""count"":20200,""_6"":1000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":3,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":15,""expiry_timestamp"":1594051044.880007,""duration_seconds"":432000,""name"":""Summer Solstice"",""description"":""With summer solstice around the corner, the Global Egg Festival is about to kick off. Edible eggs are needed!"",""min_client_version"":25,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":250000000000000000,""type"":2,""count"":20200,""_6"":1000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":3,""_6"":100000000000000}]},{""rewards"":[{""_1"":1,""goal"":8000000000000,""type"":3,""count"":5000,""_6"":50},{""_1"":1,""goal"":20000000000000,""type"":2,""count"":2020,""_6"":1000},{""_1"":1,""goal"":500000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":2,""_6"":100000000}]}]}",ChRzdW1tZXItc29sc3RpY2UtMjAyMBABGh8IAREAoNiFVzRmQxgGKQAAAACATwJBMQAAAOh2SCdCGh8IAREAyE5nbcGLQxgCKQAAAAAAutNAMQAAAKKUGm1CGjMIAREAyE5nbcGbQxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAACQHsS81kIgASgPMQlSOHnSwNdBOQAAAAAAXhpBSg9TdW1tZXIgU29sc3RpY2VSbVdpdGggc3VtbWVyIHNvbHN0aWNlIGFyb3VuZCB0aGUgY29ybmVyLCB0aGUgR2xvYmFsIEVnZyBGZXN0aXZhbCBpcyBhYm91dCB0byBraWNrIG9mZi4gRWRpYmxlIGVnZ3MgYXJlIG5lZWRlZCFwGXkAAAAAAABeQIIBdwofCAERAKDYhVc0ZkMYBikAAAAAgE8CQTEAAADodkgnQgofCAERAMhOZ23Bi0MYAikAAAAAALrTQDEAAACilBptQgozCAERAMhOZ23Bm0MYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAAkB7EvNZCggF2Ch8IAREAAACilBqdQhgDKQAAAAAAiLNAMQAAAAAAAElACh8IAREAAEDlnDCyQhgCKQAAAAAAkJ9AMQAAAAAAQI9ACjIIAREAADQm9Wv8QhgJIhFqaW1ib3Nfb3JhbmdlX2JpZykAAAAAAAAAQDEAAAAAhNeXQQ==
tool-time,LEGACY: Tool Time!,Leggacy,true,2020-06-19Z,2020-06-26T13:46:16Z,Super Material,150,4d,20,120m,50T,500T,4q,41.667T,50q,400q,1Q,10.417q,1,4q,41.667T,1Q,10.417q,"{""id"":""tool-time"",""egg_type"":5,""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":1,""_6"":100000000000},{""_1"":1,""goal"":400000000000000000,""type"":6,""count"":200000,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":1,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":20,""expiry_timestamp"":1593179176.039735,""duration_seconds"":345600,""name"":""LEGACY: Tool Time!"",""description"":""It's father's day around the galaxy and power tools are flying off the shelves. Help restock!"",""min_client_version"":25,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":1,""_6"":100000000000},{""_1"":1,""goal"":400000000000000000,""type"":6,""count"":200000,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":1,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":3,""count"":1000,""_6"":25},{""_1"":1,""goal"":500000000000000,""type"":6,""count"":25000,""_6"":1000000},{""_1"":1,""goal"":4000000000000000,""type"":4,""count"":1,""_6"":10000000000}]}]}",Cgl0b29sLXRpbWUQBRozCAERAKDYhVc0ZkMYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAPA/MQAAAOh2SDdCGh8IAREAoNiFVzSWQxgGKQAAAAAAaghBMQAAQOWcMKJCGh8IAREAyE5nbcGrQxgEKQAAAAAAAPA/MQAANCb1awxDIAEoFDEFiwIKf73XQTkAAAAAABgVQUoSTEVHQUNZOiBUb29sIFRpbWUhUl1JdCdzIGZhdGhlcidzIGRheSBhcm91bmQgdGhlIGdhbGF4eSBhbmQgcG93ZXIgdG9vbHMgYXJlIGZseWluZyBvZmYgdGhlIHNoZWx2ZXMuIEhlbHAgcmVzdG9jayFwGXkAAAAAAABeQIIBdwozCAERAKDYhVc0ZkMYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAPA/MQAAAOh2SDdCCh8IAREAoNiFVzSWQxgGKQAAAAAAaghBMQAAQOWcMKJCCh8IAREAyE5nbcGrQxgEKQAAAAAAAPA/MQAANCb1awxDggFjCh8IAREAAJAexLzGQhgDKQAAAAAAQI9AMQAAAAAAADlACh8IAREAADQm9Wv8QhgGKQAAAAAAathAMQAAAACAhC5BCh8IAREAADQm9WssQxgEKQAAAAAAAPA/MQAAACBfoAJC
fireworks-2020,New Formula,Original,false,2020-06-22Z,2020-07-13T16:34:43Z,Firework,4.99,7d,10,120m,25T,150T,1q,5.952T,100q,900q,1.4Q,8.333q,1,1q,5.952T,900q,5.357q,"{""id"":""fireworks-2020"",""egg_type"":103,""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":6,""count"":150000,""_6"":100000000000},{""_1"":1,""goal"":900000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1594658083.151507,""duration_seconds"":604800,""name"":""New Formula"",""description"":""The genetic formula has been tweaked this year leading to record demand for firework eggs this year!"",""min_client_version"":25,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":6,""count"":150000,""_6"":100000000000},{""_1"":1,""goal"":900000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":5,""name"":""epic_internal_incubators"",""count"":1,""_6"":50},{""_1"":1,""goal"":150000000000000,""type"":6,""count"":25000,""_6"":2500},{""_1"":1,""goal"":1000000000000000,""type"":4,""count"":1,""_6"":100000000}]}]}",Cg5maXJld29ya3MtMjAyMBBnGh8IAREAoNiFVzR2QxgGKQAAAACATwJBMQAAAOh2SDdCGh8IAREAtJN24vqoQxgEKQAAAAAAAPA/MQAAQOWcMKJCGjQIAREAjB2VzG2zQxgJIhNib29zdF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAANCb1awxDIAEoCjFKsslII8PXQTkAAAAAAHUiQUoLTmV3IEZvcm11bGFSZFRoZSBnZW5ldGljIGZvcm11bGEgaGFzIGJlZW4gdHdlYWtlZCB0aGlzIHllYXIgbGVhZGluZyB0byByZWNvcmQgZGVtYW5kIGZvciBmaXJld29yayBlZ2dzIHRoaXMgeWVhciFwGXkAAAAAAABeQIIBeAofCAERAKDYhVc0dkMYBikAAAAAgE8CQTEAAADodkg3QgofCAERALSTduL6qEMYBCkAAAAAAADwPzEAAEDlnDCiQgo0CAERAIwdlcxts0MYCSITYm9vc3RfYmVhY29uX29yYW5nZSkAAAAAAAAIQDEAADQm9WsMQ4IBfQo5CAERAACQHsS8tkIYBSIYZXBpY19pbnRlcm5hbF9pbmN1YmF0b3JzKQAAAAAAAPA/MQAAAAAAAElACh8IAREAAOwWkw3hQhgGKQAAAAAAathAMQAAAAAAiKNACh8IAREAADQm9WsMQxgEKQAAAAAAAPA/MQAAAACE15dB
fday-ouch,LEGACY: Ouch!,Leggacy,true,2020-06-26Z,2020-07-03T14:43:13Z,Medical,6.25,3d,2,60m,10T,400T,,5.556T,20q,80q,,1.111q,1,400T,5.556T,80q,1.111q,"{""id"":""fday-ouch"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":200000000000},{""_1"":1,""goal"":80000000000000000,""type"":4,""count"":1,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":2,""expiry_timestamp"":1593787393.8952427,""duration_seconds"":259200,""name"":""LEGACY: Ouch!"",""description"":""With all those new power tools out there, there are lots of minor injuries. First Aid!"",""min_client_version"":25,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":200000000000},{""_1"":1,""goal"":80000000000000000,""type"":4,""count"":1,""_6"":100000000000000}]},{""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":2,""count"":1500,""_6"":250},{""_1"":1,""goal"":400000000000000,""type"":4,""count"":1,""_6"":20000000000}]}]}",CglmZGF5LW91Y2gQAxo1CAERAIDgN3nDUUMYCSIUdGFjaHlvbl9wcmlzbV9vcmFuZ2UpAAAAAAAAAEAxAAAA6HZIR0IaHwgBEQCA4Dd5w3FDGAQpAAAAAAAA8D8xAACQHsS81kIgASgCMahLeQDRv9dBOQAAAAAApA9BSg1MRUdBQ1k6IE91Y2ghUlZXaXRoIGFsbCB0aG9zZSBuZXcgcG93ZXIgdG9vbHMgb3V0IHRoZXJlLCB0aGVyZSBhcmUgbG90cyBvZiBtaW5vciBpbmp1cmllcy4gRmlyc3QgQWlkIXAZeQAAAAAAAE5AggFYCjUIAREAgOA3ecNRQxgJIhR0YWNoeW9uX3ByaXNtX29yYW5nZSkAAAAAAAAAQDEAAADodkhHQgofCAERAIDgN3nDcUMYBCkAAAAAAADwPzEAAJAexLzWQoIBQgofCAERAABA5ZwwokIYAikAAAAAAHCXQDEAAAAAAEBvQAofCAERAACQHsS89kIYBCkAAAAAAADwPzEAAAAgX6ASQg==
waterballoon-2020,Heating Up,Original,false,2020-06-29Z,2020-07-20T13:59:52Z,Waterballoon,0.1,5d,10,120m,5T,20T,500T,4.167T,25q,100q,400q,3.333q,0,,,,,"{""id"":""waterballoon-2020"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""money_printer"",""count"":4,""_6"":50000000000},{""_1"":1,""goal"":100000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":1000000000000},{""_1"":1,""goal"":400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":2,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1595253592.4009922,""duration_seconds"":432000,""name"":""Heating Up"",""description"":""Summer is heating up and you know what that means.... Waterballoon fight!"",""min_client_version"":25,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""money_printer"",""count"":4,""_6"":50000000000},{""_1"":1,""goal"":100000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":1000000000000},{""_1"":1,""goal"":400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":2,""_6"":100000000000000}]},{""rewards"":[{""_1"":1,""goal"":5000000000000,""type"":9,""name"":""money_printer"",""count"":2,""_6"":250},{""_1"":1,""goal"":20000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":1,""_6"":2500},{""_1"":1,""goal"":500000000000000,""type"":9,""name"":""boost_beacon_purple"",""count"":3,""_6"":500000000}]}]}",ChF3YXRlcmJhbGxvb24tMjAyMBBmGi4IAREAoNiFVzRWQxgJIg1tb25leV9wcmludGVyKQAAAAAAABBAMQAAAOh2SCdCGjMIAREAoNiFVzR2QxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAAAAopQabUIaNAgBEQCg2IVXNJZDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAACQHsS81kIgASgKMdupGdZoxddBOQAAAAAAXhpBSgpIZWF0aW5nIFVwUklTdW1tZXIgaXMgaGVhdGluZyB1cCBhbmQgeW91IGtub3cgd2hhdCB0aGF0IG1lYW5zLi4uLiBXYXRlcmJhbGxvb24gZmlnaHQhcBl5AAAAAAAAXkCCAZsBCi4IAREAoNiFVzRWQxgJIg1tb25leV9wcmludGVyKQAAAAAAABBAMQAAAOh2SCdCCjMIAREAoNiFVzR2QxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAAAAopQabUIKNAgBEQCg2IVXNJZDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAACQHsS81kKCAZsBCi4IAREAAEDlnDCSQhgJIg1tb25leV9wcmludGVyKQAAAAAAAABAMQAAAAAAQG9ACjMIAREAAEDlnDCyQhgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAA8D8xAAAAAACIo0AKNAgBEQAANCb1a/xCGAkiE2Jvb3N0X2JlYWNvbl9wdXJwbGUpAAAAAAAACEAxAAAAAGXNvUE=
last-min-fireworks,LEGGACY: Last Minute,Leggacy,true,2020-07-03Z,2020-07-10T15:10:09Z,Firework,4.99,2d,2,20m,20T,250T,,5.208T,2q,50q,,1.042q,1,250T,5.208T,50q,1.042q,"{""id"":""last-min-fireworks"",""egg_type"":103,""rewards"":[{""_1"":1,""goal"":2000000000000000,""type"":6,""name"":""subtype"",""count"":100000,""_6"":80000000000},{""_1"":1,""goal"":50000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":30000000000000}],""coop_allowed"":true,""max_coop_size"":2,""expiry_timestamp"":1594393809.57366,""duration_seconds"":172800,""name"":""LEGGACY: Last Minute"",""description"":""More fireworks are needed ASAP!"",""min_client_version"":26,""token_interval_minutes"":20,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":2000000000000000,""type"":6,""name"":""subtype"",""count"":100000,""_6"":80000000000},{""_1"":1,""goal"":50000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":30000000000000}]},{""rewards"":[{""_1"":1,""goal"":20000000000000,""type"":3,""name"":""subtype"",""count"":25000,""_6"":8000},{""_1"":1,""goal"":250000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":5000000000}]}]}",ChJsYXN0LW1pbi1maXJld29ya3MQZxooCAERAAA0JvVrHEMYBiIHc3VidHlwZSkAAAAAAGr4QDEAAAAgX6AyQhooCAERAKDYhVc0ZkMYBCIHc3VidHlwZSkAAAAAAADwPzEAAOBX60i7QiABKAIx2LZkNCHC10E5AAAAAAAYBUFKFExFR0dBQ1k6IExhc3QgTWludXRlUh9Nb3JlIGZpcmV3b3JrcyBhcmUgbmVlZGVkIEFTQVAhcBp5AAAAAAAANECCAVQKKAgBEQAANCb1axxDGAYiB3N1YnR5cGUpAAAAAABq+EAxAAAAIF+gMkIKKAgBEQCg2IVXNGZDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAADgV+tIu0KCAVQKKAgBEQAAQOWcMLJCGAMiB3N1YnR5cGUpAAAAAABq2EAxAAAAAABAv0AKKAgBEQAANCb1a+xCGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAIF+g8kE=
